term,Drama,Comedy,Thriller,Action,Adventure,Horror,Romance,Family,Crime,Science Fiction,Fantasy,Animation,Mystery,History,Music,TV Movie,War,Documentary,Western
franchis,0.1996202462679196,0.41301005536098573,0.3354366124824807,0.4644231790240583,0.468126126659378,nan,nan,0.4255448836319217,0.3809607130298483,0.3152844255659577,0.3651360454821653,nan,0.2269313333991103,nan,nan,nan,nan,nan,nan
instal,0.2549368423650912,0.4496047687002552,0.28471148809702734,nan,0.4272129534282052,nan,nan,0.4440942510952808,0.35285850597821455,0.205621754320408,0.31483621546301865,nan,0.2186396800415553,nan,0.2945278534491752,nan,nan,nan,nan
00,0.001386478591457313,0.0017211458376711472,0.0039705700302874024,0.014077475561928064,0.0,0.0,0.0,0.0,0.0,0.0034823183227299954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000,0.024774725545107425,0.013209539683761611,0.023115941627102538,0.09435927093021199,0.025320422722615154,0.010797534527462476,0.0,0.009202815811663904,0.00783451220359408,0.008810234916477817,0.025978618298287473,0.0,0.02861291806147715,0.0233303201638796,0.0,0.0,0.21227295456186945,nan,0.0
000th,0.0,0.013457907554057102,0.0,0.04710267643919986,0.0,0.0,0.0,0.0,0.0,0.0,0.026915815108114204,0.0,0.0,0.0,0.0,0.05383163021622841,nan,nan,nan
006,0.0,0.0,0.02199943740532169,0.06599831221596507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan
007,0.0,0.0,0.12343212353829634,0.14106528404376723,0.0,0.0,0.0,0.0,0.06272811853985492,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,nan,nan
05pm,0.0,0.0,0.0,0.0,0.0,0.0,0.1903045516720638,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan
09,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan
afoul,0.2526755421998645,0.3402487793905586,nan,0.3007292403806061,0.2208284317493572,nan,0.1579583122138058,nan,0.2526755421998645,nan,0.3402487793905586,nan,nan,nan,nan,nan,nan,nan,nan
relic,0.3320055904748218,0.3157509489732739,0.2274485176953728,0.20662597234229976,0.27203625593110686,0.22855162790019334,nan,nan,nan,0.23485534209173609,0.24975466036061905,nan,nan,nan,nan,nan,nan,nan,nan
undertak,0.21400599583324714,0.2571457743122542,0.2657444657313528,0.1914545496204887,0.25744523012414094,0.2427627165485734,nan,0.2692292955908252,nan,nan,0.2733674187301509,0.207466803634104,0.2327166387199392,nan,nan,nan,nan,nan,nan
awri,0.23429110782926432,0.2586182245867009,0.24312674338952286,0.23340511567959987,0.2625096796560542,nan,0.2603823267477625,0.1259600270336842,0.22820038962347047,0.2994917058434886,0.2775310063680937,nan,0.2461686313652908,nan,nan,0.3129429461508928,nan,nan,nan
retriev,0.2327237340877491,0.25266686391609805,0.24854026857509,0.24947281322440298,0.2552174345993576,0.2325078420865114,0.21766388210686893,0.22283477508341928,0.3045027964008684,0.2527260818742329,0.270139763554739,0.2487117570577063,0.19953519192418526,nan,nan,nan,0.1679010444880369,nan,nan
thief,0.2513877328225946,0.30652800687860576,0.2890136878171872,0.23111908736100775,0.2973919252394852,0.2907241567071599,0.30122285187707154,0.207449192134356,0.2931472040689229,nan,0.27564621204827616,nan,0.28399056773416675,nan,0.207449192134356,nan,nan,nan,nan
charm,0.22508666354192286,0.24756630293149054,0.21861807691078552,nan,0.4153939177455323,0.2366598295420037,0.23531122853876146,0.26641906888158245,0.2411687623470735,nan,0.26512874401498454,0.21801843962126854,nan,nan,0.4153939177455323,0.1793576142347346,nan,nan,0.3445288787557263
heist,0.26987900738829024,0.24354061824269663,0.26771506241900195,0.2681942282350015,0.2524118014527542,nan,nan,0.23750667896296815,0.2613319555053548,nan,0.22598313113330776,0.21424030477750494,0.26158448709516735,nan,nan,nan,nan,0.2455179061294334,nan
epic,0.25624827128136834,0.2452447965578969,nan,0.23071185974702743,0.2545333346366756,0.2074338256922279,0.2682182842322672,0.2387359726386953,nan,0.23796186803248964,0.24334100994205876,0.2609921691591374,nan,0.24382621779522423,0.2329969269600698,nan,0.28045129213245124,nan,0.257138099785406
unlik,0.24390399315918607,0.2242238206939294,0.25385146536202824,nan,0.2432751862081691,0.2463001631201018,0.2720039613534829,0.2630719979020563,0.25772398366220284,0.24045744023464333,0.22863415720628602,0.2726704108464475,0.2368948965537776,nan,nan,nan,nan,nan,nan
bibl,0.1598489656498871,0.3521268914866047,0.1598489656498871,nan,nan,nan,nan,nan,nan,nan,nan,0.3147138701383089,nan,nan,nan,0.3686712113007379,nan,nan,nan
virgin,0.23746074375780285,0.26234271488998956,0.2893936794339458,nan,nan,0.2599148708360418,0.27209418154942044,nan,0.3294984660374789,nan,nan,nan,0.3297819006907321,nan,nan,nan,nan,nan,nan
incomplet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
librari,nan,0.1930817897349731,nan,0.28646325389025595,nan,nan,0.2336836667273932,nan,nan,0.2966518424922916,0.4321897398673101,0.2966518424922916,nan,nan,nan,0.6200726590640999,nan,nan,nan
pie,0.2304335258220481,0.1923904074862754,nan,0.2273118636492219,0.2243591968916837,nan,0.1800049780350689,0.1923904074862754,nan,nan,0.2243591968916837,0.2243591968916837,nan,0.2304335258220481,nan,nan,nan,nan,nan
hapless,nan,0.2971732082620859,0.2149097203489831,0.2300536583089541,0.29716327998941905,nan,nan,0.2300536583089541,nan,nan,0.31533748166742087,nan,nan,nan,0.4006213050258876,nan,nan,nan,nan
advic,0.22209853163377483,0.2602919524655622,nan,0.1652636436720093,0.1652636436720093,0.2842555651462231,0.22558945344934297,0.20160488688900058,0.2842555651462231,nan,0.22915511297474142,0.2212604510043564,nan,nan,nan,nan,nan,nan,nan
east,0.2304211873915808,0.28179915231506686,0.18807618519693203,0.29048405422882284,0.26909802089356943,nan,0.1879507900514786,0.17746137626146133,0.22980987063818537,0.3902231823576941,nan,0.2243491374925988,nan,nan,0.17746137626146133,0.2592504743775295,nan,nan,nan
ruin,0.24361774448968887,0.2752616434391755,nan,0.23049397357788504,0.2572483199751562,nan,0.23498317146078904,0.29222263602534276,0.1833311228375844,0.1947921916615172,0.26395277433853015,0.2407465314219684,nan,0.1801774253961248,nan,0.2953217452268738,nan,nan,nan
hilari,0.2450770222342467,0.25065202697259825,nan,nan,0.2529498040454921,0.257384208504469,0.2558996060691144,0.22151278174132902,0.2084188953764857,0.2181943647672385,0.2998956345522116,0.20525234923481955,nan,nan,nan,nan,nan,0.300245314981925,nan
troll,0.22270694492605775,0.5476162811027379,nan,nan,0.43196337430821785,0.4232116707626462,nan,0.3329398726168936,nan,0.4306689079513198,0.3901431420579595,0.4391396767847028,nan,nan,0.5476162811027379,0.4041160725967716,nan,nan,nan
timberlak,nan,0.2572619555760717,nan,nan,0.2572619555760717,nan,nan,nan,nan,nan,0.2572619555760717,0.2572619555760717,nan,nan,0.2572619555760717,nan,nan,nan,nan
dreamwork,nan,0.23401179873067635,nan,nan,0.2463017129360621,nan,nan,0.2217218845252906,nan,nan,0.2463017129360621,0.23401179873067635,nan,nan,0.2463017129360621,nan,nan,nan,nan
song,0.4321980148079181,0.2370219609461604,nan,0.1923920280311404,0.2563358077448796,nan,0.2237466617920118,0.26172844962712294,nan,0.2911158588171874,0.21434148993934132,0.1769678374559164,0.2860461756944089,0.2021998961754878,0.235391305816292,0.1987520675999692,nan,nan,nan
comedi,0.25234505399474916,0.2734036457694536,nan,0.264468866001334,0.1623403722354406,0.26226376563390497,0.2779020611658513,nan,0.2356914581924991,0.2385635906344451,0.21119951875095827,0.1623403722354406,0.2405187778344347,0.2959741782418548,0.1934696318707434,nan,nan,nan,nan
music,0.28493292342787674,0.22491118703470753,0.2303604067102351,nan,0.22554059757731865,0.2303604067102351,0.25996346957638755,0.26525341082813464,0.34190088426814974,nan,0.24402296760219772,0.25495915672808594,0.1523680614627394,0.41835387942590163,0.26203931695129723,0.1988896668929809,nan,nan,nan
funch,nan,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan,nan,0.1286309777880358,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan
icona,nan,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan,nan,0.1286309777880358,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan
kunal,nan,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan,nan,0.1286309777880358,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan
mash,nan,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan,nan,0.1286309777880358,0.1286309777880358,nan,nan,0.1286309777880358,nan,nan,nan,nan
predat,0.2149578933514299,nan,0.26746621754562316,0.265642857704488,0.2169394751098285,0.30791478369472625,nan,nan,nan,0.29004497386290273,nan,nan,0.2271095835866349,nan,nan,0.23038542092471434,nan,0.232260777418076,nan
alien,0.22517378392341467,0.2554749891887325,0.26787648506903877,0.283344236767734,0.24613989189127977,0.2713479259088129,0.28203939634113623,0.2531976745771048,nan,0.25428342979206475,0.2430067763065223,0.17785999968176008,0.20597839043430968,nan,nan,0.22020742654851594,nan,nan,nan
town,0.22045232218612434,0.2510321119300159,0.2515271251768266,0.25243111057857703,0.21060242911095467,0.24879175797299866,0.22569239230151128,0.21895920851783426,0.27551557310365377,0.2282628014078015,0.25291016613200235,0.25308216944636114,0.2362019732356834,0.22032482326116115,0.237093965535566,0.20447563241487438,0.1632805924064312,nan,0.21231206952910692
facehugg,nan,nan,0.2081658363038505,0.2081658363038505,nan,0.2081658363038505,nan,nan,nan,0.2081658363038505,nan,nan,nan,nan,nan,nan,nan,nan,nan
gunnison,nan,nan,0.2081658363038505,0.2081658363038505,nan,0.2081658363038505,nan,nan,nan,0.2081658363038505,nan,nan,nan,nan,nan,nan,nan,nan,nan
scariest,nan,0.2253219327601264,0.1841363203273809,0.1841363203273809,nan,0.23373348333806504,nan,0.22990135403379397,nan,0.1841363203273809,nan,nan,nan,nan,nan,0.226702045234807,nan,nan,nan
terrestri,nan,nan,0.2597218005064985,0.20178914720749963,0.3246807298993699,0.20178914720749963,nan,0.3246807298993699,nan,0.2597218005064985,0.3246807298993699,nan,0.3353072806856161,nan,nan,nan,nan,nan,nan
hybrid,0.3415704535255155,0.2178611266670109,0.22417817397781076,0.24705798697252832,nan,0.1844874299218982,nan,nan,nan,0.19785254489195536,0.1911308967268966,nan,nan,nan,nan,nan,nan,nan,nan
backyard,0.3521150047984658,0.3103370656681145,0.1752677409443866,0.1752677409443866,nan,0.16819621988308645,nan,0.3521150047984658,nan,0.1752677409443866,nan,0.3381324809299904,nan,nan,nan,nan,nan,nan,nan
colorado,0.2744208476205508,0.2307476398558546,0.27078142456001597,0.24592721114639582,nan,0.1672246409626109,nan,nan,0.2487715196277767,0.1672246409626109,nan,nan,nan,0.22144914300440965,nan,nan,nan,nan,0.298463155615672
champion,0.2528734681774269,0.28538954345199863,0.2915723597936746,0.39889367557140387,0.25146506970965915,nan,0.22681000522278424,0.26294792831949176,0.4143373641217335,0.2100040318084946,0.3103763097771012,0.2100040318084946,nan,nan,0.2491326592610594,0.2379404171294703,nan,nan,0.3074522515561836
mma,0.1542843206516845,nan,nan,0.40216498307718135,0.2494778617256403,nan,nan,nan,nan,nan,0.2494778617256403,nan,nan,nan,nan,nan,nan,nan,nan
comeback,0.2596603128999886,0.2892236503792461,nan,0.26877227018656097,nan,nan,0.2102439298865734,0.1784468886128815,nan,nan,nan,nan,nan,0.3408737371870957,0.2748841438559439,nan,nan,nan,nan
pick,0.21481037214097726,0.26782295400575096,0.27080235648905754,0.27764959543829476,0.22968355816890407,0.273994181750552,0.2406910629718065,0.277004510984589,0.22334735283900348,0.22206417607751167,0.2823219507914146,nan,0.2642123063439311,nan,nan,0.3075808623626674,nan,nan,nan
trail,0.2751197721664078,0.23111056414453135,0.24992846550424444,0.25073673359441284,0.19527152345699914,0.25905360630915775,nan,0.2579033869904278,0.23434839443205052,0.2568217446575702,0.2579033869904278,0.2771472650842549,0.2647274474919824,0.208441223921964,nan,0.208441223921964,nan,nan,0.1095257463461895
event,0.25155695210818324,0.22167946287831342,0.2427859125036261,0.25435563233247843,0.2102510650891319,0.23007648889711604,0.2396578805394236,0.24894434675593707,0.27720297396400834,0.2706646933896663,0.2410330513734027,0.24791125367252353,0.2719843512155565,0.2101502494509442,nan,0.2101502494509442,nan,nan,nan
becom,0.1971975765197319,0.21901931624594254,0.20463399373792365,0.23461892933533623,0.2265200815012067,0.22354497836329354,0.19871171391397147,0.2037171972639292,0.21625045734581225,0.23127747258264275,0.21257485190492703,0.19986584587050665,0.17062797647511416,0.17685806910081694,0.20894484569558971,0.182655968594158,nan,nan,nan
00,0.001386478591457313,0.0017211458376711472,0.0039705700302874024,0.014077475561928064,0.0,0.0,0.0,0.0,0.0,0.0034823183227299954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000,0.024774725545107425,0.013209539683761611,0.023115941627102538,0.09435927093021199,0.025320422722615154,0.010797534527462476,0.0,0.009202815811663904,0.00783451220359408,0.008810234916477817,0.025978618298287473,0.0,0.02861291806147715,0.0233303201638796,0.0,0.0,0.21227295456186945,nan,0.0
000th,0.0,0.013457907554057102,0.0,0.04710267643919986,0.0,0.0,0.0,0.0,0.0,0.0,0.026915815108114204,0.0,0.0,0.0,0.0,0.05383163021622841,nan,nan,nan
notic,0.2722208045185801,0.2549628968666158,0.2412249672453001,0.1676085100074704,0.3223908660962328,nan,0.23978044926764155,0.2792296799508923,0.23419086000675116,0.1737764531018069,nan,0.290931607020187,0.3007106708048219,nan,0.27401443022415134,0.4282202511996378,0.2621131237354505,nan,nan
actress,0.2640404602903832,0.333105850881279,0.2819554430570787,0.1920270244457564,nan,0.2640188657934454,0.27813279274814184,nan,0.2659341477168506,nan,0.23306237083245085,nan,0.3524192471735669,nan,0.31511617344755305,0.211508659857569,nan,nan,0.3134065427871729
stalk,0.23602747436552945,0.2574062198822281,0.27489938692019933,0.2529533457257702,0.22447475177796827,0.26981334921123107,nan,nan,0.3007137622401682,nan,0.2363329248999119,nan,0.26959362383328234,nan,nan,nan,nan,nan,nan
watch,0.2726119585526834,0.2443671770264887,0.2464152237099866,0.1818814884871182,0.2588313556400851,nan,0.2756902312288987,0.24697297151019545,0.2505918150678037,nan,0.2588313556400851,0.2611559927734482,0.278097294144011,nan,0.4687689658999896,0.1820197920852583,nan,nan,nan
serial,0.24878103219697115,0.2342302161899433,0.26182372007751364,0.248978445805509,0.2339857677886442,0.2737396808347694,nan,nan,0.29275724432157624,0.28153868459469583,0.24005616788476772,nan,0.25111209916088445,0.23202549700186487,nan,0.1867142642430398,nan,nan,nan
stranger,0.2635099648645719,0.30564158294436955,0.28169720388556924,0.2452928402678678,0.4048089493560882,0.23495336230037114,0.2380702384882553,0.2409213050729233,nan,0.24510845833420045,0.269622691680626,nan,0.2958003333848639,nan,nan,0.2131812787916416,nan,nan,nan
street,0.2506294952623714,0.23839792832423498,0.2464575635701108,0.26730143307272786,0.23195051040955872,0.3100097663358354,0.22847612209984672,0.2169562630459546,0.2498641381716477,0.2444584500874537,0.1989359106362391,0.1998047994948255,0.2696500456121912,nan,0.24439262912548348,nan,0.25479604685604806,nan,nan
husband,0.2629986067692123,0.2365757561804715,0.27475590709143105,0.3341129450865425,0.2314633218937171,0.2681624432864215,0.2680800664121057,0.3591682361144828,0.2748600529494693,0.1836755204252853,0.3591682361144828,0.2314633218937171,0.314240509124487,0.23981348089711588,0.2638694906482659,0.2221223420267682,nan,nan,0.2318784462696469
killer,0.255052952735756,0.22840017324135506,0.2725153762906466,0.27518325315431896,0.21534626695023665,0.24342777557323042,nan,0.2977377052795627,0.2940614767043769,0.31047002529786044,0.2397450342536489,0.2977377052795627,0.2620888935382727,nan,nan,0.2223101138494566,nan,nan,nan
citi,0.2166680538346542,0.20685841476234929,0.24229526253751338,0.2357404554082438,0.2157360085137562,0.218033244196856,0.21298433793865768,0.24960152616685385,0.21446250807983747,0.23639540622075916,0.24359338002257613,0.24237234537365487,0.23731083393228855,0.2653131483461723,0.2387863440222832,0.1847159033114788,0.2093881466095629,nan,0.2240070340045059
blind,0.30789770533606403,0.236373654254214,0.30472882485319264,0.34632805249839593,nan,0.31605825762570894,0.2707879412613466,nan,0.1869009381644426,0.2509373349587873,0.258730257671126,nan,0.2109598442472651,nan,0.270168394197934,nan,0.2147700496165605,nan,nan
girl,0.23493451013456895,0.2246674911468252,0.2541019623192928,0.2447738384723858,0.22650077350667136,0.24950121040379208,0.27464731484021054,0.23136993453607302,0.2491427419078879,0.2148810503714556,0.2342029913953579,0.2511073993249858,0.23417688576580753,0.189177058725971,0.25395615753801126,0.2994411308069213,0.259411523554207,nan,nan
man,0.22432857963928549,0.21052020848102795,0.21942923546562543,0.22380790637196635,0.21227788594970615,0.21399048030314424,0.22474185850220607,0.18431707450023124,0.22000144314436537,0.21848593704432426,0.20796806306138504,0.22502714281604883,0.22766452397149237,0.2982531448372209,nan,0.19285799231735165,0.23901365960375354,nan,0.1924541268043634
cabin,0.3704182850823396,0.26713363073192414,0.3046785033308773,0.288547046038334,0.2710592719860667,0.27889233739398156,nan,0.230940685324086,nan,0.2069518554563883,0.4525528783794265,nan,0.2904515225551995,nan,nan,0.2543283942764422,nan,nan,nan
shatter,0.2580313646972647,0.1995055172731012,0.21294803605917645,0.20252842960990064,nan,0.2307364909649684,nan,nan,0.29661411197077836,0.2252262480685337,nan,nan,0.3995086997825308,0.2082446423876762,nan,nan,0.1747838881000763,nan,nan
devast,0.24253251603304737,0.2103640578157929,0.22635329163710644,0.24638317404090615,0.27788007279925453,0.2042580726077595,0.20660742420725595,0.2280634364130485,0.3145746296576345,0.22232059729987044,0.2366320582109297,0.2057473995427557,0.23943226713794385,0.3045453476728071,0.2533287589525907,nan,nan,nan,nan
quiet,0.21201622876568046,0.22957725910948798,0.23568594362386963,nan,0.2027145574234115,0.23835294811684563,0.2290494807084531,0.24091075843670157,0.23485998046105183,nan,0.19338601269989636,0.2360821621070428,0.2719526713755641,nan,nan,nan,nan,nan,nan
orphan,0.2684559884522441,0.25284112351988863,0.28649176688713196,0.24564160309633198,0.27035878784254036,0.25834997139711185,0.2406408155288544,0.2698154321837079,0.2041376916359464,0.3091812359908649,0.2699886099869465,0.24029197914431633,nan,0.2541828708318476,0.2060378820188504,0.3443452484135164,nan,nan,nan
safe,0.2400160183735617,0.2110737493631634,0.2304338177180889,0.23742054764641782,0.22609726656099574,0.23681722461405438,nan,0.24129187715302278,0.2893930913935834,0.21863609733289546,0.24630156721284563,0.21476996034728815,0.21363202857444205,nan,nan,0.2007912979453159,nan,nan,nan
isol,0.2917968830303911,0.3074027494785623,0.23680236046679218,0.22431802562943015,nan,0.23182267965781367,nan,0.27844477165149506,nan,0.2383142908402703,0.3074027494785623,nan,0.27893889131273425,0.2475861216217583,nan,nan,nan,nan,0.3114327780168368
educ,0.24661307895125686,0.32708475584365054,0.310259257578998,nan,0.4036866138156139,0.2597034517720553,0.27203279800562247,0.408291253170054,0.2236089192309379,nan,nan,nan,nan,0.2178347073294543,nan,nan,nan,nan,nan
amnesiac,nan,nan,nan,nan,nan,nan,nan,0.2809881238348351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
squiredom,nan,nan,nan,nan,nan,nan,nan,0.2809881238348351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
wart,nan,nan,nan,nan,nan,nan,nan,0.2809881238348351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
needless,nan,nan,nan,nan,nan,nan,nan,0.269017064961032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
squir,0.3144087071226843,0.156497108036402,nan,0.170486986060793,0.170486986060793,nan,nan,0.24528665562023574,nan,nan,0.156497108036402,nan,nan,0.3144087071226843,nan,0.2525795329013673,nan,nan,nan
anywher,nan,nan,nan,nan,0.19650014305155836,nan,nan,0.19641307606834768,nan,0.2230629769284849,0.1562448063636659,nan,nan,nan,nan,nan,nan,nan,nan
mere,0.1813192934468786,0.27101153410165035,nan,0.2245477846615462,0.25636864737592363,0.2532800828943553,nan,0.2195941428922369,nan,0.24033287522594848,0.24005613761662628,nan,nan,nan,nan,0.2268321923388973,nan,nan,nan
wizard,0.4130450295641665,0.3004071646734082,nan,0.3063471844140548,0.287139842045282,nan,0.3720813162769983,0.2965840747926935,nan,0.2855321704174063,0.2795347564366767,0.3032776788776611,0.2888693341663472,0.2642611660507677,0.1916348164713192,0.4150835202637705,nan,nan,nan
knight,0.36485178151054093,0.24676513510551457,0.3882715834305529,0.2913005225029618,0.2628450809586974,nan,0.39152154884893103,0.23899519015188603,0.38270152852123684,0.2588695395562104,0.2720237493662316,0.3198528817099259,0.30902684682864906,0.2992602973292542,nan,0.2173607232366901,0.392351533760566,nan,nan
dyne,nan,nan,nan,nan,0.39127523198067093,nan,nan,nan,nan,0.39127523198067093,nan,nan,nan,nan,nan,nan,nan,nan,nan
pym,nan,nan,nan,0.4217048443667461,0.31656019417440223,nan,nan,nan,nan,0.26398786907823024,nan,nan,nan,nan,nan,nan,nan,nan,nan
quantum,0.3810746344155274,nan,0.3810746344155274,nan,0.26398786907823024,nan,nan,nan,nan,0.26398786907823024,nan,nan,nan,nan,nan,nan,nan,nan,nan
lang,0.4627546581226342,0.21013567115909215,nan,0.377914927586588,0.3523545161865509,nan,0.4627546581226342,nan,0.2144404736517274,0.3395743104865323,nan,nan,0.2962032283859994,nan,nan,nan,nan,nan,nan
time,0.2402188397228662,0.23816150695844698,0.25874809778472335,0.18574652631510746,0.22098974411640698,0.2152863342561993,0.24276121171857654,0.20502372857325263,0.22289462507360738,0.25434666921235094,0.24034370762690183,0.2657091422631128,0.32725943866051704,nan,0.2322773482610224,0.2765805272684504,0.2193900183548971,nan,nan
van,0.28551436358123494,0.2607223153515994,nan,0.29521083405456544,0.31678810680139446,nan,0.1548670845418278,nan,nan,0.34246532345505787,nan,nan,0.3132051903154671,0.3132051903154671,0.1548670845418278,nan,nan,nan,nan
realm,nan,0.22454952042239262,0.35274242871357425,0.2274693113066221,0.26256318308620963,nan,0.2704176740297372,0.34763928204588046,nan,0.21737305350182023,0.23840467382156091,0.3225953905631049,0.2949660177738686,nan,nan,nan,nan,nan,nan
accomplish,0.2700001640337666,0.22517942837935537,0.1950507122745329,nan,0.21155908614903263,nan,0.2642992775919546,nan,0.23590367715362148,0.2739628337606072,0.20292438159574228,0.1970768070463134,0.2433769449811462,nan,0.22661701843541046,nan,nan,nan,nan
dive,0.22585642963931152,0.2133756979212425,0.22332241536376235,nan,0.26095654559009707,0.2680500990665652,0.1960694645555692,0.118939389969804,nan,0.25146104900935135,nan,nan,0.21905173929744665,0.204163873231115,0.2080404987762302,nan,0.1803411676069792,nan,nan
arrest,0.1982727075293564,nan,0.199320456388221,0.2149043836557242,0.2119852609683098,0.2682651209593667,nan,nan,0.19664223663979316,0.23593612328032149,nan,nan,0.1672717348357775,0.2107095400215887,nan,nan,nan,nan,0.2252468966697373
happen,0.2705734603361037,0.24639631078262772,0.2541705309005877,0.2333058477587019,0.2554713768290799,0.255235819685765,0.2545982541141512,0.22176111213197597,0.25111947429517284,0.21595449537439423,0.2873294370279931,0.2454448832736309,0.2549095883237555,nan,nan,0.26725377633822556,nan,nan,nan
unsatisfactori,nan,nan,nan,nan,nan,nan,0.3013637551814107,nan,nan,nan,0.3013637551814107,nan,nan,nan,nan,nan,nan,nan,nan
chang,0.23537121743785605,0.2144471390777483,0.2755210331769957,0.2204483671384237,0.22093653946903036,0.2012860949534156,0.24144071580936757,0.23673943851729828,0.20161379986742667,0.1935089340343526,0.23007042478576709,0.2039623776805255,0.2180602299230682,nan,0.2076273197489666,nan,nan,nan,0.2473552887939662
importantli,nan,0.2227028555692164,nan,nan,nan,nan,0.3623022429260752,nan,nan,nan,0.266575985495273,0.1594805605921554,nan,nan,nan,nan,nan,nan,nan
appreci,0.20006441405565756,0.2131864514689828,nan,nan,0.2131864514689828,nan,0.21963425915247164,0.2404139289875153,0.2020047076268165,nan,0.2253739572423029,0.2389378459255794,nan,nan,0.29489611352921635,nan,nan,nan,nan
thu,0.28161820318489095,0.1879750037638716,0.23833575143276708,0.2043075452208112,0.2039586735069346,0.3303328275354518,0.20795131280002893,nan,0.19593884877973497,0.2673201863781315,0.2201441398318006,nan,0.19642305658597894,0.2683093413502674,0.2421567794060243,nan,0.2683093413502674,nan,nan
live,0.21917091533791166,0.19062146198594124,0.21389270186655537,0.2192441957555714,0.2228989833181745,0.20349468315506433,0.22567591351515684,0.1938476011654016,0.19655389412578037,0.18732242372493124,0.21101938246907492,0.19888328733951505,0.20365313752802586,nan,0.22420250205370873,0.188638149987866,0.3114125884445635,nan,0.3114125884445635
alongsid,0.2654868854447892,0.23877123582920173,0.20517622843582686,0.23286834692460437,0.24749112328095033,0.2663139196627936,0.2152249693501524,0.24290276195758564,0.22312698816991217,0.2174116155425673,0.21336536703331924,0.27398171742443633,0.2407334059414189,0.201983913178978,0.2188004296650109,nan,nan,nan,nan
lesson,0.22530951924859588,0.26643750133170857,nan,0.20625394097507438,0.23699484114125602,nan,0.25670871814323665,0.24250877736376017,nan,nan,0.2804906674627089,0.24285970482562994,nan,nan,nan,nan,nan,nan,nan
abil,0.2191956916928949,0.3305507091755799,0.26005115950762414,0.271363790802442,0.2574837147898995,0.2645642753882532,0.2217459157976968,0.29961203688003324,nan,0.2350278318568267,0.24703279635870648,0.2391657621028441,0.2890201726900467,0.255493358488836,0.2162636169122677,nan,nan,nan,nan
almanac,nan,0.2339830848860283,nan,nan,nan,nan,nan,nan,nan,0.2339830848860283,nan,nan,nan,nan,nan,nan,nan,nan,nan
nip,nan,0.2339830848860283,nan,nan,nan,nan,nan,nan,nan,0.2339830848860283,nan,nan,nan,nan,nan,nan,nan,nan,nan
thing,0.2601626791881661,0.23910137934363618,0.2511938521568502,nan,0.28932798846852786,0.2698219148375328,0.22750594205985877,0.23551298830687525,0.23465243564403943,0.23632926346608846,0.2582050041486242,0.24488643675510557,0.25044294999037603,nan,nan,0.2561741762258799,nan,nan,nan
mcfli,nan,0.24959467344981678,nan,nan,nan,nan,nan,nan,nan,0.24959467344981678,nan,nan,nan,nan,nan,nan,nan,nan,nan
tannen,nan,0.23240926879885496,nan,nan,nan,nan,nan,nan,nan,0.23240926879885496,nan,nan,nan,nan,nan,nan,nan,nan,nan
woe,0.2502379863664512,0.21862347071692873,nan,nan,nan,nan,0.2801708822492373,nan,nan,0.2169418509501924,nan,nan,nan,nan,nan,nan,nan,nan,nan
2015,0.22446190801660026,0.2114557989746989,0.201546164800428,0.201546164800428,nan,nan,nan,nan,nan,0.2114557989746989,nan,nan,nan,0.2287804978091153,nan,nan,nan,nan,nan
1985,0.2736733974792322,0.230607512880193,nan,0.2736733974792322,0.2736733974792322,nan,nan,nan,nan,0.2417054412349717,nan,nan,0.2639012979445291,nan,nan,nan,nan,nan,nan
blockbust,nan,0.2069733681317116,nan,nan,nan,nan,nan,nan,nan,0.2069733681317116,nan,nan,nan,nan,nan,nan,nan,nan,nan
peski,nan,0.2706150793463884,nan,nan,nan,nan,nan,0.29741344772739514,nan,0.27851598330446037,0.329235210264251,0.29015451836599765,nan,nan,nan,0.3500585984772091,nan,nan,nan
narnia,nan,nan,nan,nan,nan,nan,nan,0.4263714134713607,nan,nan,0.4263714134713607,nan,nan,nan,nan,nan,nan,nan,nan
